Call  Failure,Complains,Subscription_Length,Charge  Amount,Seconds_of_Use,Frequency_of_Use,Frequency_of_SMS,Distinct_Called_Numbers,Status,Age,Customer_Value,Churn,AHT,FCR,Sentiment_Score,Transfer_Count,SLA_Compliance,Callback_Count,Usage_per_Sub_Day,SLA_Target,Service_Gap,Complexity_Score,Tariff_1,Tariff_2,Age_Group_Numeric
6,0,34,0,1790,42,34,17,2,30,209.28,0,231,1,3,0,0.71,2,52.64705882352941,0.95,0.24,0.6,True,False,35
9,0,35,1,2905,51,171,20,1,25,902.52,0,274,1,5,3,0.74,1,83.0,0.95,0.20999999999999996,1.8,True,False,25
7,0,26,2,1440,34,189,8,1,30,814.96,0,282,1,5,1,0.86,0,55.38461538461539,0.95,0.08999999999999997,0.5,False,True,35
7,0,25,1,1693,37,26,65,1,55,64.95,0,273,1,3,3,0.79,1,67.72,0.95,0.15999999999999992,1.8,True,False,55
14,0,26,0,825,23,7,4,2,30,61.92,0,222,0,1,0,0.99,1,31.73076923076923,0.95,-0.040000000000000036,0.3,True,False,35
5,0,25,0,305,6,17,2,2,45,50.275,0,392,1,2,2,0.84,2,12.2,0.95,0.10999999999999999,1.6,True,False,45
13,0,24,1,1350,30,15,10,1,25,129.6,0,389,1,4,0,0.73,1,56.25,0.95,0.21999999999999997,0.3,True,False,25
5,0,24,1,3350,59,7,20,1,30,164.36,0,245,1,3,3,0.71,2,139.58333333333334,0.95,0.24,2.1,True,False,35
5,0,17,1,1820,24,24,11,1,30,169.76,0,351,1,5,2,0.92,2,107.05882352941177,0.95,0.029999999999999916,1.6,True,False,35
19,0,16,2,6518,139,81,39,1,25,664.065,0,249,1,5,0,0.75,0,407.375,0.95,0.19999999999999996,0.0,False,True,25
15,0,14,1,9058,169,69,37,1,55,241.905,0,348,1,1,0,0.76,1,647.0,0.95,0.18999999999999995,0.3,True,False,55
11,0,15,4,2978,43,27,16,1,30,228.84,0,296,1,5,1,0.83,0,198.53333333333333,0.95,0.12,0.5,True,False,35
5,0,8,2,4515,38,211,7,1,30,1026.12,0,267,1,2,0,0.78,1,564.375,0.95,0.16999999999999993,0.3,True,False,35
6,1,8,2,1613,17,7,4,1,30,93.2,1,182,1,5,0,0.88,0,201.625,0.95,0.06999999999999995,0.0,True,False,35
17,0,40,3,5275,87,33,34,1,30,346.48,0,313,0,3,3,0.85,1,131.875,0.95,0.09999999999999998,1.8,True,False,35
9,0,41,0,1223,21,35,21,2,30,189.76,0,230,1,3,3,0.73,0,29.829268292682926,0.95,0.21999999999999997,1.5,True,False,35
19,0,39,3,3358,76,387,41,1,30,1685.36,0,204,1,1,2,0.94,1,86.1025641025641,0.95,0.010000000000000009,1.3,True,False,35
19,0,40,3,5103,82,29,52,1,15,444.675,0,198,1,1,3,0.83,1,127.575,0.95,0.12,1.8,True,False,18
12,0,40,3,3298,74,30,50,1,25,286.74,0,395,1,3,2,0.88,2,82.45,0.95,0.06999999999999995,1.6,True,False,25
20,0,40,4,4680,98,60,45,1,30,431.12,0,175,1,3,0,0.7,2,117.0,0.95,0.25,0.6,True,False,35
13,0,40,3,3265,55,313,35,1,45,865.5,0,349,1,3,2,0.89,1,81.625,0.95,0.05999999999999994,1.3,True,False,45
22,1,39,5,10020,137,172,60,1,30,1094.28,0,366,1,1,0,0.78,1,256.9230769230769,0.95,0.16999999999999993,0.3,True,False,35
16,0,40,3,14678,185,28,61,1,30,706.52,0,157,1,3,3,0.85,2,366.95,0.95,0.09999999999999998,2.1,True,False,35
16,0,40,4,5420,99,30,42,1,30,340.76,0,297,1,1,1,0.79,2,135.5,0.95,0.15999999999999992,1.1,True,False,35
15,0,40,3,6823,111,35,29,1,30,417.36,0,294,0,1,0,1.0,0,170.575,0.95,-0.050000000000000044,0.0,True,False,35
18,0,40,0,3143,70,36,34,2,30,272.52,0,239,1,3,1,0.77,1,78.575,0.95,0.17999999999999994,0.8,True,False,35
34,1,40,6,16045,241,82,49,1,30,979.44,0,316,1,4,2,0.97,2,401.125,0.95,-0.020000000000000018,1.6,False,True,35
13,0,40,4,4000,43,511,25,1,45,1378.575,0,252,1,4,3,0.98,0,100.0,0.95,-0.030000000000000027,1.5,True,False,45
18,0,39,3,16390,198,178,47,1,25,1547.46,0,259,1,5,2,0.83,0,420.2564102564103,0.95,0.12,1.0,True,False,25
12,0,39,4,7405,102,214,43,1,30,1156.28,0,257,1,5,0,0.79,2,189.87179487179486,0.95,0.15999999999999992,0.6,True,False,35
9,0,39,0,1780,30,28,28,2,25,207.45,0,350,1,2,3,0.81,2,45.64102564102564,0.95,0.1399999999999999,2.1,True,False,25
11,0,40,0,1615,30,41,25,2,30,229.8,0,308,0,4,3,1.0,1,40.375,0.95,-0.050000000000000044,1.8,True,False,35
9,1,39,0,905,16,28,17,2,25,167.445,1,244,1,1,1,0.89,1,23.205128205128204,0.95,0.05999999999999994,0.8,True,False,25
12,0,39,3,8413,143,412,60,1,30,1990.24,0,381,1,5,2,0.86,1,215.71794871794873,0.95,0.08999999999999997,1.3,True,False,35
16,0,39,4,12370,170,39,64,1,45,411.0,0,350,0,2,3,0.71,1,317.1794871794872,0.95,0.24,1.8,True,False,45
17,0,39,4,7623,91,136,54,1,25,959.13,0,383,0,4,1,0.95,2,195.46153846153845,0.95,0.0,1.1,False,True,25
32,1,35,0,1860,63,44,34,2,30,252.92,1,332,1,5,0,0.73,2,53.142857142857146,0.95,0.21999999999999997,0.6,True,False,35
30,0,38,1,11340,109,29,59,1,55,215.235,0,247,1,4,0,0.71,1,298.42105263157896,0.95,0.24,0.3,True,False,55
22,0,38,4,6723,114,54,41,1,30,489.48,0,343,1,5,2,0.78,0,176.92105263157896,0.95,0.16999999999999993,1.0,True,False,35
10,0,36,3,3745,38,28,31,1,30,263.32,0,232,0,1,3,0.84,0,104.02777777777777,0.95,0.10999999999999999,1.5,True,False,35
18,1,37,0,3895,57,37,33,2,30,306.08,1,217,1,1,2,0.97,0,105.27027027027027,0.95,-0.020000000000000018,1.0,True,False,35
18,0,38,0,3173,60,62,48,2,45,235.825,1,262,1,4,2,0.94,1,83.5,0.95,0.010000000000000009,1.3,True,False,45
9,0,38,0,1038,18,28,19,2,30,154.24,1,392,1,3,1,0.76,1,27.31578947368421,0.95,0.18999999999999995,0.8,True,False,35
10,0,38,3,2573,41,28,23,1,45,135.35,0,291,1,1,1,0.81,2,67.71052631578948,0.95,0.1399999999999999,1.1,True,False,45
12,0,35,4,7690,113,42,39,1,55,180.045,0,245,0,4,0,0.93,2,219.71428571428572,0.95,0.019999999999999907,0.6,True,False,55
9,0,38,0,1533,23,37,21,2,45,131.4,1,265,1,1,1,0.86,1,40.3421052631579,0.95,0.08999999999999997,0.8,True,False,45
9,0,38,4,1243,20,32,19,1,55,66.945,0,222,0,5,2,0.75,0,32.71052631578947,0.95,0.19999999999999996,1.0,True,False,55
34,0,33,6,16980,254,28,97,1,25,901.53,0,314,1,1,3,0.82,2,514.5454545454545,0.95,0.13,2.1,False,True,25
15,0,36,6,7870,132,299,50,1,30,1516.08,0,237,0,3,3,0.89,2,218.61111111111111,0.95,0.05999999999999994,2.1,False,True,35
11,0,38,3,4623,98,30,45,1,30,308.84,0,288,1,5,3,0.99,1,121.65789473684211,0.95,-0.040000000000000036,1.8,True,False,35
12,1,37,0,2570,60,66,37,2,45,230.75,1,242,0,3,0,0.9,0,69.45945945945945,0.95,0.04999999999999993,0.0,True,False,45
15,0,38,3,3685,69,203,40,1,25,1082.43,0,230,1,4,3,0.7,1,96.97368421052632,0.95,0.25,1.8,True,False,25
13,0,29,4,2220,52,221,28,1,30,974.88,0,392,1,4,0,0.91,1,76.55172413793103,0.95,0.039999999999999925,0.3,False,True,35
13,0,28,3,2473,55,58,85,1,55,124.92,0,236,1,5,2,0.78,2,88.32142857142857,0.95,0.16999999999999993,1.6,True,False,55
20,0,29,0,1605,41,38,24,2,30,217.84,0,167,0,3,3,0.96,1,55.3448275862069,0.95,-0.010000000000000009,1.8,True,False,35
9,0,28,0,1730,26,49,20,2,45,166.4,0,244,0,5,3,0.82,1,61.785714285714285,0.95,0.13,1.8,True,False,45
19,0,27,3,2130,48,47,30,1,25,309.51,0,283,1,3,2,0.76,1,78.88888888888889,0.95,0.18999999999999995,1.3,True,False,25
11,0,27,3,4130,77,36,40,1,30,312.28,0,173,1,5,1,0.84,1,152.96296296296296,0.95,0.10999999999999999,0.8,True,False,35
11,0,20,3,2600,42,56,31,1,30,329.68,0,226,1,4,2,0.78,0,130.0,0.95,0.16999999999999993,1.0,True,False,35
25,0,19,4,7298,157,113,59,1,25,843.975,0,191,1,1,2,0.77,0,384.10526315789474,0.95,0.17999999999999994,1.0,False,True,25
21,0,17,3,9838,187,101,57,1,55,301.875,0,275,1,4,2,0.87,2,578.7058823529412,0.95,0.07999999999999996,1.6,True,False,55
17,0,18,6,3758,61,59,36,1,30,388.76,0,330,1,5,1,0.93,1,208.77777777777777,0.95,0.019999999999999907,0.8,False,True,35
11,0,11,4,5295,56,243,27,1,30,1186.04,0,392,0,1,1,0.95,2,481.3636363636364,0.95,0.0,1.1,False,True,35
12,1,11,4,2393,35,28,24,1,30,209.12,1,247,1,5,2,0.82,1,217.54545454545453,0.95,0.13,1.3,True,False,35
9,0,40,0,4075,67,7,4,1,30,193.68,0,365,1,1,0,0.72,2,101.875,0.95,0.22999999999999998,0.6,True,False,35
5,0,41,0,305,6,7,2,2,30,40.44,0,203,1,5,3,0.85,0,7.439024390243903,0.95,0.09999999999999998,1.5,True,False,35
11,0,39,0,2158,56,345,11,1,30,1468.56,0,345,1,4,0,0.83,0,55.333333333333336,0.95,0.12,0.0,True,False,35
11,0,40,0,3903,62,7,22,1,15,256.575,0,290,1,1,3,0.76,1,97.575,0.95,0.18999999999999995,1.8,True,False,18
5,0,40,0,2098,54,7,20,1,25,128.34,0,339,1,4,0,0.97,2,52.45,0.95,-0.020000000000000018,0.6,True,False,25
12,0,40,0,3480,78,18,15,1,30,214.32,0,338,1,1,2,0.99,0,87.0,0.95,-0.040000000000000036,1.0,True,False,35
5,0,40,0,2065,35,271,5,1,30,1168.0,0,283,0,3,1,0.72,1,51.625,0.95,0.22999999999999998,0.8,True,False,35
14,0,39,1,8820,117,130,30,1,30,877.48,0,214,1,5,2,0.94,0,226.15384615384616,0.95,0.010000000000000009,1.0,True,False,35
8,0,40,0,13478,165,7,31,1,30,573.72,0,281,1,2,1,0.89,2,336.95,0.95,0.05999999999999994,1.1,True,False,35
8,0,40,0,4220,79,7,12,1,30,199.96,0,356,1,1,3,0.78,1,105.5,0.95,0.16999999999999993,1.8,True,False,35
7,0,40,1,5623,91,7,17,1,30,256.56,0,392,1,3,0,0.89,1,140.575,0.95,0.05999999999999994,0.3,True,False,35
10,0,40,0,1943,50,7,4,2,30,107.72,0,381,0,2,3,0.74,0,48.575,0.95,0.20999999999999996,1.5,True,False,35
26,0,40,2,14845,221,40,19,1,30,762.64,0,195,0,1,2,0.72,0,371.125,0.95,0.22999999999999998,1.0,True,False,35
5,0,40,1,2800,23,469,9,1,30,1988.92,0,299,0,3,3,1.0,1,70.0,0.95,-0.050000000000000044,1.8,True,False,35
10,0,39,0,15190,178,136,17,1,25,1303.56,0,176,1,2,0,0.89,1,389.4871794871795,0.95,0.05999999999999994,0.3,True,False,25
5,0,39,0,6205,82,172,13,1,30,939.48,0,317,0,1,0,0.78,2,159.10256410256412,0.95,0.16999999999999993,0.6,True,False,35
5,0,39,0,580,10,7,2,2,25,58.05,0,398,1,2,1,0.84,0,14.871794871794872,0.95,0.10999999999999999,0.5,True,False,25
5,0,40,0,415,10,7,2,2,30,45.0,0,163,1,1,1,0.99,0,10.375,0.95,-0.040000000000000036,0.5,True,False,35
5,0,39,0,305,6,7,2,2,25,45.495,1,314,1,5,3,0.83,0,7.82051282051282,0.95,0.12,1.5,True,False,25
5,0,39,0,7213,123,370,30,1,30,1773.44,0,386,0,5,3,0.97,0,184.94871794871796,0.95,-0.020000000000000018,1.5,True,False,35
8,0,39,0,11170,150,7,34,1,45,300.5,0,361,1,2,1,0.96,0,286.4102564102564,0.95,-0.010000000000000009,0.5,True,False,45
9,0,39,0,6423,71,94,24,1,25,715.23,0,248,0,5,3,0.8,1,164.69230769230768,0.95,0.1499999999999999,1.8,True,False,25
24,0,35,0,660,43,7,4,2,30,56.12,1,175,1,3,0,0.91,0,18.857142857142858,0.95,0.039999999999999925,0.0,True,False,35
22,0,38,7,10140,89,7,29,1,55,163.935,0,380,0,5,2,0.9,0,266.8421052631579,0.95,0.04999999999999993,1.0,True,False,55
14,0,38,0,5523,94,12,11,1,25,306.765,1,380,0,1,0,0.93,2,145.3421052631579,0.95,0.019999999999999907,0.6,True,False,25
5,0,36,1,2545,18,7,6,1,30,130.52,0,294,0,2,2,0.81,1,70.69444444444444,0.95,0.1399999999999999,1.3,True,False,35
10,0,37,0,2695,37,7,3,2,30,137.28,1,394,1,4,1,0.72,2,72.83783783783784,0.95,0.22999999999999998,1.1,True,False,35
10,0,38,0,1973,40,20,18,2,30,160.52,1,151,0,2,1,0.75,2,51.921052631578945,0.95,0.19999999999999996,1.1,True,False,35
5,1,38,0,305,6,7,2,2,30,40.44,1,304,1,5,1,0.88,0,8.026315789473685,0.95,0.06999999999999995,0.5,True,False,35
5,0,38,1,1373,21,7,2,1,45,52.35,0,159,1,3,1,0.93,1,36.13157894736842,0.95,0.019999999999999907,0.8,True,False,45
5,0,35,0,6490,93,7,9,1,55,109.245,0,383,1,3,3,0.93,2,185.42857142857142,0.95,0.019999999999999907,2.1,True,False,55
5,0,38,0,305,6,7,2,2,45,25.275,1,320,0,3,3,0.88,1,8.026315789473685,0.95,0.06999999999999995,1.8,True,False,45
5,0,38,0,305,6,7,2,1,55,15.165,0,378,0,4,1,0.73,2,8.026315789473685,0.95,0.21999999999999997,1.1,True,False,55
26,0,33,2,15780,234,7,67,1,25,752.13,0,290,1,1,1,0.71,2,478.1818181818182,0.95,0.24,1.1,True,False,25
7,0,36,2,6670,112,257,20,1,30,1299.28,0,170,0,4,2,0.93,1,185.27777777777777,0.95,0.019999999999999907,1.3,False,True,35
5,0,38,0,3423,78,7,15,1,30,168.04,0,156,1,4,2,0.86,0,90.07894736842105,0.95,0.08999999999999997,1.0,True,False,35
5,0,37,0,1370,40,24,7,2,30,152.4,0,233,1,5,0,0.93,1,37.027027027027025,0.95,0.019999999999999907,0.3,True,False,35
7,0,38,0,2485,49,161,10,1,25,838.53,0,335,1,5,2,0.75,2,65.39473684210526,0.95,0.19999999999999996,1.6,True,False,25
5,0,29,1,1020,32,179,2,1,30,758.08,0,187,0,4,3,0.82,1,35.172413793103445,0.95,0.13,1.8,False,True,35
5,0,28,0,1273,35,16,55,1,45,72.7,0,363,1,3,3,0.98,2,45.464285714285715,0.95,-0.030000000000000027,2.1,True,False,45
12,0,29,0,405,21,7,2,2,30,45.04,0,209,0,3,2,0.75,1,13.96551724137931,0.95,0.19999999999999996,1.3,True,False,35
5,0,28,0,305,6,7,2,2,45,25.275,0,274,1,2,1,0.72,1,10.892857142857142,0.95,0.22999999999999998,0.8,True,False,45
11,0,27,1,930,28,7,2,1,25,74.61,0,200,0,5,1,0.9,2,34.44444444444444,0.95,0.04999999999999993,1.1,True,False,25
5,0,27,0,2930,57,7,10,1,30,147.48,0,266,1,2,2,0.88,0,108.51851851851852,0.95,0.06999999999999995,1.0,True,False,35
5,0,20,1,1400,22,14,2,1,25,126.99,0,263,1,3,1,0.99,1,70.0,0.95,-0.040000000000000036,0.8,True,False,25
17,0,19,0,6098,137,71,29,1,25,600.075,0,151,0,1,0,0.97,0,320.94736842105266,0.95,-0.020000000000000018,0.0,False,True,25
13,0,17,0,8638,167,59,27,1,55,220.575,0,291,0,2,2,0.92,1,508.11764705882354,0.95,0.029999999999999916,1.3,True,False,55
9,0,18,2,2558,41,17,6,1,30,171.96,0,346,1,2,0,0.71,2,142.11111111111111,0.95,0.24,0.6,True,False,35
5,0,11,1,4095,36,201,25,1,30,969.24,0,384,0,3,3,0.84,2,372.27272727272725,0.95,0.10999999999999999,2.1,True,False,35
5,1,11,1,1193,15,7,2,1,30,76.32,1,232,0,3,1,0.97,0,108.45454545454545,0.95,-0.020000000000000018,0.5,True,False,35
13,0,41,2,4790,83,44,23,1,30,370.92,0,370,1,4,1,0.83,2,116.82926829268293,0.95,0.12,1.1,True,False,35
5,0,42,0,738,17,46,10,2,30,214.2,0,369,1,3,0,0.99,2,17.571428571428573,0.95,-0.040000000000000036,0.6,True,False,35
15,0,40,2,2873,72,398,30,1,30,1709.8,0,397,0,1,0,0.9,2,71.825,0.95,0.04999999999999993,0.6,True,False,35
15,0,41,2,4618,78,40,41,1,15,478.28,0,243,1,3,3,0.73,1,112.63414634146342,0.95,0.21999999999999997,1.8,True,False,18
8,0,41,2,2813,70,41,39,1,25,314.235,0,362,0,1,2,0.85,0,68.60975609756098,0.95,0.09999999999999998,1.0,True,False,25
16,0,41,3,4195,94,71,34,1,30,455.56,0,291,1,5,3,0.91,1,102.3170731707317,0.95,0.039999999999999925,1.8,True,False,35
9,0,41,2,2780,51,324,24,1,45,880.775,0,164,0,4,3,0.72,2,67.8048780487805,0.95,0.22999999999999998,2.1,True,False,45
18,0,40,4,9535,133,183,49,1,30,1118.72,0,217,1,2,0,0.8,1,238.375,0.95,0.1499999999999999,0.3,True,False,35
12,0,41,2,14193,181,39,50,1,30,730.96,0,318,1,2,1,0.92,1,346.1707317073171,0.95,0.029999999999999916,0.8,True,False,35
12,0,41,3,4935,95,41,31,1,45,228.25,0,190,0,1,3,0.75,0,120.36585365853658,0.95,0.19999999999999996,1.5,True,False,45
11,0,41,2,6338,107,46,18,1,30,441.8,0,258,0,2,1,0.8,1,154.58536585365854,0.95,0.1499999999999999,0.8,True,False,35
14,1,41,0,2658,66,47,23,2,45,185.6,0,343,1,1,2,0.91,1,64.82926829268293,0.95,0.039999999999999925,1.3,True,False,45
30,0,41,5,15560,237,93,38,1,30,1003.88,0,187,1,5,2,0.93,1,379.5121951219512,0.95,0.019999999999999907,1.3,True,False,35
9,0,41,3,3515,39,522,14,1,45,1393.85,0,274,1,1,2,0.86,2,85.73170731707317,0.95,0.08999999999999997,1.6,True,False,45
14,0,40,2,15905,194,189,36,1,30,1399.96,0,203,1,4,3,0.99,0,397.625,0.95,-0.040000000000000036,1.5,True,False,35
8,0,40,3,6920,98,225,32,1,45,737.95,0,284,1,3,3,0.98,0,173.0,0.95,-0.030000000000000027,1.5,True,False,45
5,0,40,0,1295,26,39,17,2,30,208.84,0,210,1,2,2,0.84,2,32.375,0.95,0.10999999999999999,1.6,True,False,35
7,0,41,0,1130,26,52,14,2,30,254.24,0,391,1,5,2,0.75,2,27.5609756097561,0.95,0.19999999999999996,1.6,True,False,35
5,0,40,0,420,12,39,6,2,30,173.28,1,169,1,1,1,0.93,0,10.5,0.95,0.019999999999999907,0.5,True,False,35
8,0,40,2,7928,139,423,49,1,30,2014.68,0,390,1,5,0,0.77,2,198.2,0.95,0.17999999999999994,0.6,True,False,35
12,0,40,3,11885,166,50,53,1,45,426.275,0,347,0,4,2,0.95,0,297.125,0.95,0.0,1.0,True,False,45
13,0,40,3,7138,87,147,43,1,30,877.0,0,363,1,4,0,0.88,0,178.45,0.95,0.06999999999999995,0.0,True,False,35
28,1,36,0,1375,59,55,23,2,30,277.36,1,362,0,5,2,0.82,0,38.19444444444444,0.95,0.13,1.0,True,False,35
26,0,39,10,10855,105,40,48,1,55,224.4,0,196,0,3,1,0.87,1,278.3333333333333,0.95,0.07999999999999996,0.8,False,True,55
18,0,39,3,6238,110,65,30,1,30,513.92,0,382,1,2,3,0.86,0,159.94871794871796,0.95,0.08999999999999997,1.5,True,False,35
6,0,37,2,3260,34,39,20,1,45,179.85,0,298,1,1,3,0.98,0,88.10810810810811,0.95,-0.030000000000000027,1.5,True,False,45
14,0,38,0,3410,53,48,22,2,30,330.52,1,390,0,5,2,0.76,2,89.73684210526316,0.95,0.18999999999999995,1.6,True,False,35
14,1,39,0,2688,56,73,37,2,45,251.1,1,369,0,3,2,0.98,1,68.92307692307692,0.95,-0.030000000000000027,1.3,True,False,45
5,0,39,0,553,14,39,8,2,30,178.68,1,294,1,5,1,0.71,1,14.179487179487179,0.95,0.24,0.8,True,False,35
6,0,39,2,2088,37,39,12,1,45,150.625,0,243,1,2,1,0.93,2,53.53846153846154,0.95,0.019999999999999907,1.1,True,False,45
8,0,36,3,7205,109,53,28,1,55,189.21,0,179,0,5,0,0.98,0,200.13888888888889,0.95,-0.030000000000000027,0.0,True,False,55
5,0,39,0,1048,19,48,10,2,45,146.675,1,175,0,5,0,0.82,2,26.871794871794872,0.95,0.13,0.6,True,False,45
5,0,39,3,758,16,43,8,1,55,76.11,0,247,1,2,2,0.72,1,19.435897435897434,0.95,0.22999999999999998,1.3,True,False,55
30,0,34,5,16495,250,39,86,1,25,929.025,0,352,1,3,3,0.94,2,485.1470588235294,0.95,0.010000000000000009,2.1,False,True,25
11,0,37,5,7385,128,310,39,1,30,1540.52,0,276,0,4,0,0.95,2,199.59459459459458,0.95,0.0,0.6,False,True,35
7,0,39,2,4138,94,41,34,1,30,333.28,0,270,1,2,1,0.8,0,106.1025641025641,0.95,0.1499999999999999,0.5,True,False,35
8,0,38,0,2085,56,77,26,2,45,246.025,0,211,1,1,2,0.86,0,54.86842105263158,0.95,0.08999999999999997,1.0,True,False,45
11,0,39,2,3200,65,214,29,1,30,986.6,0,291,0,2,2,0.94,1,82.05128205128206,0.95,0.010000000000000009,1.3,True,False,35
9,0,30,3,1735,48,232,17,1,30,999.32,0,309,1,3,2,0.76,1,57.833333333333336,0.95,0.18999999999999995,1.3,False,True,35
9,0,29,2,1988,51,69,74,1,55,134.085,0,395,1,1,2,0.89,0,68.55172413793103,0.95,0.05999999999999994,1.0,True,False,55
16,0,30,0,1120,37,49,13,2,30,242.28,0,332,1,2,0,0.83,0,37.333333333333336,0.95,0.12,0.0,True,False,35
5,0,29,0,1245,22,60,9,2,45,181.675,0,301,1,5,1,0.75,2,42.93103448275862,0.95,0.19999999999999996,1.1,True,False,45
15,0,28,2,1645,44,58,19,1,25,337.005,0,377,1,1,1,0.95,2,58.75,0.95,0.0,1.1,True,False,25
7,0,28,2,3645,73,47,29,1,45,210.45,0,256,1,1,0,0.8,0,130.17857142857142,0.95,0.1499999999999999,0.0,True,False,45
7,0,21,2,2115,38,67,20,1,30,354.12,0,383,1,3,1,0.98,2,100.71428571428571,0.95,-0.030000000000000027,1.1,True,False,35
21,0,20,3,6813,153,124,48,1,25,871.47,0,242,1,1,1,0.87,0,340.65,0.95,0.07999999999999996,0.5,False,True,25
17,0,18,2,9353,183,112,46,1,55,311.04,0,181,1,1,3,0.85,1,519.6111111111111,0.95,0.09999999999999998,1.8,True,False,55
13,0,19,5,3273,57,70,25,1,45,258.25,0,254,1,1,1,0.83,0,172.26315789473685,0.95,0.12,0.5,True,False,45
7,0,12,3,4810,52,254,16,1,30,1210.48,0,182,1,1,3,0.82,1,400.8333333333333,0.95,0.13,1.8,True,False,35
8,1,12,3,1908,31,39,13,1,30,233.56,1,179,0,5,2,0.95,0,159.0,0.95,0.0,1.0,True,False,35
13,0,39,0,4560,71,7,15,1,25,239.895,0,370,0,1,2,0.9,0,116.92307692307692,0.95,0.04999999999999993,1.0,True,False,25
5,0,40,0,305,6,7,2,2,25,45.495,0,348,1,3,3,0.93,0,7.625,0.95,0.019999999999999907,1.5,True,False,25
15,0,38,0,2643,60,334,22,1,25,1624.635,0,205,1,4,3,0.83,0,69.55263157894737,0.95,0.12,1.5,True,False,25
15,0,39,0,4388,66,7,33,1,15,283.47,0,359,0,4,0,0.78,0,112.51282051282051,0.95,0.16999999999999993,0.0,True,False,18
8,0,39,0,2583,58,7,31,1,15,183.755,0,167,1,4,1,0.73,1,66.23076923076923,0.95,0.21999999999999997,0.8,True,False,18
16,0,39,1,3965,82,7,26,1,30,189.88,0,221,0,2,2,0.93,2,101.66666666666667,0.95,0.019999999999999907,1.6,True,False,35
9,0,39,0,2550,39,260,16,1,30,1143.56,0,326,1,5,3,0.82,0,65.38461538461539,0.95,0.13,1.5,True,False,35
18,0,38,2,9305,121,119,41,1,30,853.04,0,225,1,1,0,0.85,2,244.8684210526316,0.95,0.09999999999999998,0.6,True,False,35
12,0,39,0,13963,169,7,42,1,30,593.28,0,332,0,1,1,0.84,1,358.02564102564105,0.95,0.10999999999999999,0.8,True,False,35
12,0,39,1,4705,83,7,23,1,30,219.52,0,368,1,5,0,0.83,0,120.64102564102564,0.95,0.12,0.0,True,False,35
11,0,39,0,6108,95,7,10,1,25,310.635,0,166,0,1,0,0.91,0,156.6153846153846,0.95,0.039999999999999925,0.0,True,False,25
14,1,39,0,2428,54,7,15,2,30,127.28,0,155,1,1,3,0.88,2,62.256410256410255,0.95,0.06999999999999995,2.1,True,False,35
30,0,39,3,15330,225,29,30,1,30,738.2,0,385,0,1,0,0.99,0,393.0769230769231,0.95,-0.040000000000000036,0.0,True,False,35
9,0,39,1,3285,27,458,6,1,30,1964.48,0,280,1,1,3,0.74,1,84.23076923076923,0.95,0.20999999999999996,1.8,True,False,35
14,0,38,0,15675,182,125,28,1,25,1276.065,0,276,1,1,3,0.87,0,412.5,0.95,0.07999999999999996,1.5,True,False,25
8,0,38,1,6690,86,161,24,1,30,915.04,0,265,0,3,3,0.72,2,176.05263157894737,0.95,0.22999999999999998,2.1,True,False,35
5,0,38,0,1065,14,7,9,2,25,80.055,0,258,0,4,0,0.94,2,28.026315789473685,0.95,0.010000000000000009,0.6,True,False,25
7,0,39,0,900,14,7,6,2,25,72.63,0,322,0,1,0,0.88,0,23.076923076923077,0.95,0.06999999999999995,0.0,True,False,25
5,0,38,0,305,6,7,2,2,25,45.495,1,294,1,5,1,0.83,0,8.026315789473685,0.95,0.12,0.5,True,False,25
8,0,38,0,7698,127,359,41,1,25,1967.625,0,190,1,1,2,0.94,1,202.57894736842104,0.95,0.010000000000000009,1.3,True,False,25
12,0,38,1,11655,154,7,45,1,30,500.36,0,306,1,4,3,0.84,1,306.7105263157895,0.95,0.10999999999999999,1.8,True,False,35
13,0,38,1,6908,75,83,35,1,25,687.735,0,317,1,5,1,0.77,1,181.78947368421052,0.95,0.17999999999999994,0.8,True,False,25
28,1,34,0,1145,47,7,15,2,25,85.14,1,178,1,3,0,0.84,1,33.6764705882353,0.95,0.10999999999999999,0.3,True,False,25
26,0,37,8,10625,93,7,40,1,45,285.45,0,244,1,3,3,0.72,0,287.1621621621622,0.95,0.22999999999999998,1.5,True,False,45
18,0,37,1,6008,98,7,22,1,25,306.27,1,347,1,1,3,0.97,0,162.3783783783784,0.95,-0.020000000000000018,1.5,True,False,25
6,0,35,0,3030,22,7,12,1,30,150.08,0,304,1,2,2,0.92,1,86.57142857142857,0.95,0.029999999999999916,1.3,True,False,35
14,0,36,0,3180,41,7,14,2,30,156.84,1,184,1,5,2,0.93,2,88.33333333333333,0.95,0.019999999999999907,1.6,True,False,35
14,0,37,0,2458,44,9,29,2,30,136.08,1,160,1,2,3,0.96,2,66.43243243243244,0.95,-0.010000000000000009,2.1,True,False,35
5,1,37,0,305,6,7,2,2,30,40.44,1,295,1,1,1,0.94,1,8.243243243243244,0.95,0.010000000000000009,0.8,True,False,35
6,0,37,0,1858,25,7,4,1,30,103.32,0,265,0,4,0,0.83,2,50.21621621621622,0.95,0.12,0.6,True,False,35
8,0,34,1,6975,97,7,20,1,45,194.3,0,390,0,4,2,0.74,1,205.14705882352942,0.95,0.20999999999999996,1.3,True,False,45
5,0,37,0,818,7,7,2,2,45,38.125,1,280,1,1,1,0.81,1,22.10810810810811,0.95,0.1399999999999999,0.8,True,False,45
